sa,naics_sector,series,geo,year,annual_total
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MD,2021,33181.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MA,2021,29370.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MA,2021,29559.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MI,2021,43268.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MI,2021,43323.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MN,2021,21721.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MN,2021,21802.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MS,2021,18972.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MS,2021,18902.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MO,2021,25756.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MO,2021,25777.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MT,2021,6221.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,MT,2021,6230.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NE,2021,6174.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NE,2021,6208.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NV,2021,19795.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NV,2021,19911.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NH,2021,4385.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NH,2021,4415.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NJ,2021,46625.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NJ,2021,46950.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NM,2021,7031.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NM,2021,7137.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NY,2021,127069.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NY,2021,127870.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NC,2021,52426.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,NC,2021,52846.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ND,2021,2657.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,ND,2021,2665.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OH,2021,44293.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OH,2021,44363.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OK,2021,17698.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OK,2021,17848.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OR,2021,17365.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,OR,2021,17440.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,PA,2021,47912.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,PA,2021,48233.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,RI,2021,3943.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,RI,2021,3963.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SC,2021,25532.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SC,2021,25582.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SD,2021,3319.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,SD,2021,3340.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,TN,2021,31479.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,TN,2021,31528.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,TX,2021,152427.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,TX,2021,153793.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,UT,2021,18475.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,UT,2021,18595.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,VT,2021,2738.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,VT,2021,2791.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,VA,2021,38319.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,VA,2021,38665.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WA,2021,30885.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WA,2021,31026.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WV,2021,4429.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WV,2021,4437.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WI,2021,19457.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WI,2021,19525.0
U,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WY,2021,8920.0
A,Total for All NAICS,High‐Propensity Business Applications BA_WBA – Business Applications with Planned Wages,WY,2021,9017.0
U,Total for All NAICS,,US,2021,635179.0
U,Agriculture,,US,2021,7593.0
U,Mining,,US,2021,866.0
U,Utilities,,US,2021,493.0
U,Construction,,US,2021,65665.0
U,Manufacturing,,US,2021,10735.0
U,Wholesale Trade,,US,2021,12706.0
U,Retail Trade,,US,2021,86441.0
U,Transportation and Warehousing,,US,2021,60127.0
U,Information,,US,2021,11392.0
U,Finance and Insurance,,US,2021,19170.0
U,Real Estate,,US,2021,23442.0
U,Professional Services,,US,2021,63726.0
U,Management of Companies,,US,2021,1386.0
U,Administrative and Support,,US,2021,52525.0
U,Educational Services,,US,2021,8287.0
U,Health Care and Social Assistance,,US,2021,54461.0
U,Arts and Entertainment,,US,2021,17127.0
U,Accommodation and Food Services,,US,2021,80433.0
U,Other Services,,US,2021,52393.0
U,No NAICS Assigned,,US,2021,6211.0
A,Total for All NAICS,,US,2021,637649.0
A,Agriculture,,US,2021,7515.0
A,Mining,,US,2021,876.0
A,Utilities,,US,2021,496.0
A,Construction,,US,2021,66229.0
A,Manufacturing,,US,2021,10723.0
A,Wholesale Trade,,US,2021,12627.0
A,Retail Trade,,US,2021,86216.0
A,Transportation and Warehousing,,US,2021,60678.0
A,Information,,US,2021,11379.0
A,Finance and Insurance,,US,2021,19171.0
A,Real Estate,,US,2021,23687.0
A,Professional Services,,US,2021,63834.0
A,Management of Companies,,US,2021,1388.0
A,Administrative and Support,,US,2021,52838.0
A,Educational Services,,US,2021,8279.0
A,Health Care and Social Assistance,,US,2021,54451.0
A,Arts and Entertainment,,US,2021,17229.0
A,Accommodation and Food Services,,US,2021,80768.0
A,Other Services,,US,2021,52515.0
A,No NAICS Assigned,,US,2021,6755.0
U,Total for All NAICS,,NO,2021,88310.0
A,Total for All NAICS,,NO,2021,88712.0
U,Total for All NAICS,,MW,2021,113011.0
A,Total for All NAICS,,MW,2021,113429.0
U,Total for All NAICS,,SO,2021,278659.0
A,Total for All NAICS,,SO,2021,279674.0
U,Total for All NAICS,,WE,2021,155199.0
A,Total for All NAICS,,WE,2021,155834.0
U,Total for All NAICS,,AL,2021,8413.0
A,Total for All NAICS,,AL,2021,8439.0
U,Total for All NAICS,,AK,2021,1486.0
A,Total for All NAICS,,AK,2021,1493.0
U,Total for All NAICS,,AZ,2021,13172.0
A,Total for All NAICS,,AZ,2021,13251.0
U,Total for All NAICS,,AR,2021,5467.0
A,Total for All NAICS,,AR,2021,5513.0
U,Total for All NAICS,,CA,2021,73378.0
A,Total for All NAICS,,CA,2021,73527.0
U,Total for All NAICS,,CO,2021,12974.0
A,Total for All NAICS,,CO,2021,13065.0
U,Total for All NAICS,,CT,2021,4965.0
A,Total for All NAICS,,CT,2021,4988.0
U,Total for All NAICS,,DE,2021,3451.0
A,Total for All NAICS,,DE,2021,3482.0
U,Total for All NAICS,,DC,2021,1807.0
A,Total for All NAICS,,DC,2021,1824.0
U,Total for All NAICS,,FL,2021,56850.0
A,Total for All NAICS,,FL,2021,56760.0
U,Total for All NAICS,,GA,2021,33491.0
A,Total for All NAICS,,GA,2021,33413.0
U,Total for All NAICS,,HI,2021,2340.0
A,Total for All NAICS,,HI,2021,2358.0
U,Total for All NAICS,,ID,2021,4499.0
A,Total for All NAICS,,ID,2021,4500.0
U,Total for All NAICS,,IL,2021,23506.0
A,Total for All NAICS,,IL,2021,23636.0
U,Total for All NAICS,,IN,2021,10968.0
A,Total for All NAICS,,IN,2021,11045.0
U,Total for All NAICS,,IA,2021,4259.0
A,Total for All NAICS,,IA,2021,4281.0
U,Total for All NAICS,,KS,2021,4531.0
A,Total for All NAICS,,KS,2021,4556.0
U,Total for All NAICS,,KY,2021,5977.0
A,Total for All NAICS,,KY,2021,6027.0
U,Total for All NAICS,,LA,2021,9362.0
A,Total for All NAICS,,LA,2021,9388.0
U,Total for All NAICS,,ME,2021,2538.0
A,Total for All NAICS,,ME,2021,2560.0
U,Total for All NAICS,,MD,2021,12664.0
A,Total for All NAICS,,MD,2021,12737.0
U,Total for All NAICS,,MA,2021,10158.0
A,Total for All NAICS,,MA,2021,10213.0
U,Total for All NAICS,,MI,2021,16316.0
A,Total for All NAICS,,MI,2021,16332.0
U,Total for All NAICS,,MN,2021,8934.0
A,Total for All NAICS,,MN,2021,8963.0
U,Total for All NAICS,,MS,2021,7028.0
A,Total for All NAICS,,MS,2021,7001.0
U,Total for All NAICS,,MO,2021,12269.0
A,Total for All NAICS,,MO,2021,12327.0
U,Total for All NAICS,,MT,2021,2683.0
A,Total for All NAICS,,MT,2021,2709.0
U,Total for All NAICS,,NE,2021,2930.0
A,Total for All NAICS,,NE,2021,2923.0
U,Total for All NAICS,,NV,2021,8146.0
A,Total for All NAICS,,NV,2021,8208.0
U,Total for All NAICS,,NH,2021,1823.0
A,Total for All NAICS,,NH,2021,1827.0
U,Total for All NAICS,,NJ,2021,16773.0
A,Total for All NAICS,,NJ,2021,16854.0
U,Total for All NAICS,,NM,2021,3232.0
A,Total for All NAICS,,NM,2021,3272.0
U,Total for All NAICS,,NY,2021,30236.0
