sa,naics_sector,series,geo,year,annual_total
U,Total for All NAICS,Business Formations within Four Quarters,CO,2011,6107.0
A,Total for All NAICS,Business Formations within Four Quarters,CO,2011,6163.0
U,Total for All NAICS,Business Formations within Four Quarters,CT,2011,2498.0
A,Total for All NAICS,Business Formations within Four Quarters,CT,2011,2528.0
U,Total for All NAICS,Business Formations within Four Quarters,DE,2011,985.0
A,Total for All NAICS,Business Formations within Four Quarters,DE,2011,990.0
U,Total for All NAICS,Business Formations within Four Quarters,DC,2011,487.0
A,Total for All NAICS,Business Formations within Four Quarters,DC,2011,489.0
U,Total for All NAICS,Business Formations within Four Quarters,FL,2011,22395.0
A,Total for All NAICS,Business Formations within Four Quarters,FL,2011,22674.0
U,Total for All NAICS,Business Formations within Four Quarters,GA,2011,8344.0
A,Total for All NAICS,Business Formations within Four Quarters,GA,2011,8415.0
U,Total for All NAICS,Business Formations within Four Quarters,HI,2011,817.0
A,Total for All NAICS,Business Formations within Four Quarters,HI,2011,825.0
U,Total for All NAICS,Business Formations within Four Quarters,ID,2011,1623.0
A,Total for All NAICS,Business Formations within Four Quarters,ID,2011,1643.0
U,Total for All NAICS,Business Formations within Four Quarters,IL,2011,11131.0
A,Total for All NAICS,Business Formations within Four Quarters,IL,2011,11228.0
U,Total for All NAICS,Business Formations within Four Quarters,IN,2011,4257.0
A,Total for All NAICS,Business Formations within Four Quarters,IN,2011,4299.0
U,Total for All NAICS,Business Formations within Four Quarters,IA,2011,2249.0
A,Total for All NAICS,Business Formations within Four Quarters,IA,2011,2268.0
U,Total for All NAICS,Business Formations within Four Quarters,KS,2011,2396.0
A,Total for All NAICS,Business Formations within Four Quarters,KS,2011,2430.0
U,Total for All NAICS,Business Formations within Four Quarters,KY,2011,2896.0
A,Total for All NAICS,Business Formations within Four Quarters,KY,2011,2917.0
U,Total for All NAICS,Business Formations within Four Quarters,LA,2011,3379.0
A,Total for All NAICS,Business Formations within Four Quarters,LA,2011,3407.0
U,Total for All NAICS,Business Formations within Four Quarters,ME,2011,1189.0
A,Total for All NAICS,Business Formations within Four Quarters,ME,2011,1187.0
U,Total for All NAICS,Business Formations within Four Quarters,MD,2011,4016.0
A,Total for All NAICS,Business Formations within Four Quarters,MD,2011,4056.0
U,Total for All NAICS,Business Formations within Four Quarters,MA,2011,5369.0
A,Total for All NAICS,Business Formations within Four Quarters,MA,2011,5442.0
U,Total for All NAICS,Business Formations within Four Quarters,MI,2011,6669.0
A,Total for All NAICS,Business Formations within Four Quarters,MI,2011,6724.0
U,Total for All NAICS,Business Formations within Four Quarters,MN,2011,4175.0
A,Total for All NAICS,Business Formations within Four Quarters,MN,2011,4218.0
U,Total for All NAICS,Business Formations within Four Quarters,MS,2011,1843.0
A,Total for All NAICS,Business Formations within Four Quarters,MS,2011,1852.0
U,Total for All NAICS,Business Formations within Four Quarters,MO,2011,5153.0
A,Total for All NAICS,Business Formations within Four Quarters,MO,2011,5211.0
U,Total for All NAICS,Business Formations within Four Quarters,MT,2011,1322.0
A,Total for All NAICS,Business Formations within Four Quarters,MT,2011,1337.0
U,Total for All NAICS,Business Formations within Four Quarters,NE,2011,1701.0
A,Total for All NAICS,Business Formations within Four Quarters,NE,2011,1711.0
U,Total for All NAICS,Business Formations within Four Quarters,NV,2011,3008.0
A,Total for All NAICS,Business Formations within Four Quarters,NV,2011,3026.0
U,Total for All NAICS,Business Formations within Four Quarters,NH,2011,1070.0
A,Total for All NAICS,Business Formations within Four Quarters,NH,2011,1069.0
U,Total for All NAICS,Business Formations within Four Quarters,NJ,2011,8314.0
A,Total for All NAICS,Business Formations within Four Quarters,NJ,2011,8379.0
U,Total for All NAICS,Business Formations within Four Quarters,NM,2011,1451.0
A,Total for All NAICS,Business Formations within Four Quarters,NM,2011,1464.0
U,Total for All NAICS,Business Formations within Four Quarters,NY,2011,22278.0
A,Total for All NAICS,Business Formations within Four Quarters,NY,2011,22475.0
U,Total for All NAICS,Business Formations within Four Quarters,NC,2011,7417.0
A,Total for All NAICS,Business Formations within Four Quarters,NC,2011,7477.0
U,Total for All NAICS,Business Formations within Four Quarters,ND,2011,1196.0
A,Total for All NAICS,Business Formations within Four Quarters,ND,2011,1208.0
U,Total for All NAICS,Business Formations within Four Quarters,OH,2011,6667.0
A,Total for All NAICS,Business Formations within Four Quarters,OH,2011,6731.0
U,Total for All NAICS,Business Formations within Four Quarters,OK,2011,3346.0
A,Total for All NAICS,Business Formations within Four Quarters,OK,2011,3367.0
U,Total for All NAICS,Business Formations within Four Quarters,OR,2011,3914.0
A,Total for All NAICS,Business Formations within Four Quarters,OR,2011,3960.0
U,Total for All NAICS,Business Formations within Four Quarters,PA,2011,8225.0
A,Total for All NAICS,Business Formations within Four Quarters,PA,2011,8295.0
U,Total for All NAICS,Business Formations within Four Quarters,RI,2011,867.0
A,Total for All NAICS,Business Formations within Four Quarters,RI,2011,879.0
U,Total for All NAICS,Business Formations within Four Quarters,SC,2011,3301.0
A,Total for All NAICS,Business Formations within Four Quarters,SC,2011,3344.0
U,Total for All NAICS,Business Formations within Four Quarters,SD,2011,912.0
A,Total for All NAICS,Business Formations within Four Quarters,SD,2011,919.0
U,Total for All NAICS,Business Formations within Four Quarters,TN,2011,4397.0
A,Total for All NAICS,Business Formations within Four Quarters,TN,2011,4442.0
U,Total for All NAICS,Business Formations within Four Quarters,TX,2011,23443.0
A,Total for All NAICS,Business Formations within Four Quarters,TX,2011,23621.0
U,Total for All NAICS,Business Formations within Four Quarters,UT,2011,3449.0
A,Total for All NAICS,Business Formations within Four Quarters,UT,2011,3480.0
U,Total for All NAICS,Business Formations within Four Quarters,VT,2011,559.0
A,Total for All NAICS,Business Formations within Four Quarters,VT,2011,567.0
U,Total for All NAICS,Business Formations within Four Quarters,VA,2011,6399.0
A,Total for All NAICS,Business Formations within Four Quarters,VA,2011,6459.0
U,Total for All NAICS,Business Formations within Four Quarters,WA,2011,7234.0
A,Total for All NAICS,Business Formations within Four Quarters,WA,2011,7291.0
U,Total for All NAICS,Business Formations within Four Quarters,WV,2011,1000.0
A,Total for All NAICS,Business Formations within Four Quarters,WV,2011,1014.0
U,Total for All NAICS,Business Formations within Four Quarters,WI,2011,3657.0
A,Total for All NAICS,Business Formations within Four Quarters,WI,2011,3684.0
U,Total for All NAICS,Business Formations within Four Quarters,WY,2011,928.0
A,Total for All NAICS,Business Formations within Four Quarters,WY,2011,938.0
U,Total for All NAICS,Business Formations within Eight Quarters,US,2011,320608.0
U,Agriculture,Business Formations within Eight Quarters,US,2011,1000.0
U,Mining,Business Formations within Eight Quarters,US,2011,1652.0
U,Utilities,Business Formations within Eight Quarters,US,2011,
U,Construction,Business Formations within Eight Quarters,US,2011,31672.0
U,Manufacturing,Business Formations within Eight Quarters,US,2011,8985.0
U,Wholesale Trade,Business Formations within Eight Quarters,US,2011,14112.0
U,Retail Trade,Business Formations within Eight Quarters,US,2011,41033.0
U,Transportation and Warehousing,Business Formations within Eight Quarters,US,2011,12904.0
U,Information,Business Formations within Eight Quarters,US,2011,4650.0
U,Finance and Insurance,Business Formations within Eight Quarters,US,2011,10948.0
U,Real Estate,Business Formations within Eight Quarters,US,2011,9666.0
U,Professional Services,Business Formations within Eight Quarters,US,2011,49446.0
U,Management of Companies,Business Formations within Eight Quarters,US,2011,
U,Administrative and Support,Business Formations within Eight Quarters,US,2011,19940.0
U,Educational Services,Business Formations within Eight Quarters,US,2011,5002.0
U,Health Care and Social Assistance,Business Formations within Eight Quarters,US,2011,29132.0
U,Arts and Entertainment,Business Formations within Eight Quarters,US,2011,7159.0
U,Accommodation and Food Services,Business Formations within Eight Quarters,US,2011,44790.0
U,Other Services,Business Formations within Eight Quarters,US,2011,26852.0
U,No NAICS Assigned,Business Formations within Eight Quarters,US,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,US,2011,323623.0
A,Agriculture,Business Formations within Eight Quarters,US,2011,1008.0
A,Mining,Business Formations within Eight Quarters,US,2011,1669.0
A,Utilities,Business Formations within Eight Quarters,US,2011,
A,Construction,Business Formations within Eight Quarters,US,2011,32046.0
A,Manufacturing,Business Formations within Eight Quarters,US,2011,9036.0
A,Wholesale Trade,Business Formations within Eight Quarters,US,2011,14233.0
A,Retail Trade,Business Formations within Eight Quarters,US,2011,41370.0
A,Transportation and Warehousing,Business Formations within Eight Quarters,US,2011,13013.0
A,Information,Business Formations within Eight Quarters,US,2011,4699.0
A,Finance and Insurance,Business Formations within Eight Quarters,US,2011,11036.0
A,Real Estate,Business Formations within Eight Quarters,US,2011,9783.0
A,Professional Services,Business Formations within Eight Quarters,US,2011,49808.0
A,Management of Companies,Business Formations within Eight Quarters,US,2011,
A,Administrative and Support,Business Formations within Eight Quarters,US,2011,20151.0
A,Educational Services,Business Formations within Eight Quarters,US,2011,5070.0
A,Health Care and Social Assistance,Business Formations within Eight Quarters,US,2011,29389.0
A,Arts and Entertainment,Business Formations within Eight Quarters,US,2011,7247.0
A,Accommodation and Food Services,Business Formations within Eight Quarters,US,2011,45211.0
A,Other Services,Business Formations within Eight Quarters,US,2011,27110.0
A,No NAICS Assigned,Business Formations within Eight Quarters,US,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,NO,2011,59904.0
A,Total for All NAICS,Business Formations within Eight Quarters,NO,2011,60422.0
U,Total for All NAICS,Business Formations within Eight Quarters,MW,2011,58392.0
A,Total for All NAICS,Business Formations within Eight Quarters,MW,2011,58903.0
U,Total for All NAICS,Business Formations within Eight Quarters,SO,2011,116648.0
A,Total for All NAICS,Business Formations within Eight Quarters,SO,2011,117765.0
U,Total for All NAICS,Business Formations within Eight Quarters,WE,2011,85664.0
A,Total for All NAICS,Business Formations within Eight Quarters,WE,2011,86533.0
U,Total for All NAICS,Business Formations within Eight Quarters,AL,2011,3502.0
A,Total for All NAICS,Business Formations within Eight Quarters,AL,2011,3542.0
U,Total for All NAICS,Business Formations within Eight Quarters,AK,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,AK,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,AZ,2011,6114.0
A,Total for All NAICS,Business Formations within Eight Quarters,AZ,2011,6153.0
U,Total for All NAICS,Business Formations within Eight Quarters,AR,2011,2532.0
A,Total for All NAICS,Business Formations within Eight Quarters,AR,2011,2562.0
U,Total for All NAICS,Business Formations within Eight Quarters,CA,2011,43670.0
A,Total for All NAICS,Business Formations within Eight Quarters,CA,2011,44170.0
U,Total for All NAICS,Business Formations within Eight Quarters,CO,2011,7216.0
A,Total for All NAICS,Business Formations within Eight Quarters,CO,2011,7291.0
U,Total for All NAICS,Business Formations within Eight Quarters,CT,2011,2909.0
A,Total for All NAICS,Business Formations within Eight Quarters,CT,2011,2940.0
U,Total for All NAICS,Business Formations within Eight Quarters,DE,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,DE,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,DC,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,DC,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,FL,2011,27618.0
A,Total for All NAICS,Business Formations within Eight Quarters,FL,2011,27925.0
U,Total for All NAICS,Business Formations within Eight Quarters,GA,2011,9835.0
A,Total for All NAICS,Business Formations within Eight Quarters,GA,2011,9929.0
U,Total for All NAICS,Business Formations within Eight Quarters,HI,2011,1016.0
A,Total for All NAICS,Business Formations within Eight Quarters,HI,2011,1025.0
U,Total for All NAICS,Business Formations within Eight Quarters,ID,2011,1906.0
A,Total for All NAICS,Business Formations within Eight Quarters,ID,2011,1928.0
U,Total for All NAICS,Business Formations within Eight Quarters,IL,2011,13225.0
A,Total for All NAICS,Business Formations within Eight Quarters,IL,2011,13327.0
U,Total for All NAICS,Business Formations within Eight Quarters,IN,2011,4935.0
A,Total for All NAICS,Business Formations within Eight Quarters,IN,2011,4986.0
U,Total for All NAICS,Business Formations within Eight Quarters,IA,2011,2546.0
A,Total for All NAICS,Business Formations within Eight Quarters,IA,2011,2566.0
U,Total for All NAICS,Business Formations within Eight Quarters,KS,2011,2742.0
A,Total for All NAICS,Business Formations within Eight Quarters,KS,2011,2779.0
U,Total for All NAICS,Business Formations within Eight Quarters,KY,2011,3274.0
A,Total for All NAICS,Business Formations within Eight Quarters,KY,2011,3301.0
U,Total for All NAICS,Business Formations within Eight Quarters,LA,2011,3967.0
A,Total for All NAICS,Business Formations within Eight Quarters,LA,2011,3993.0
U,Total for All NAICS,Business Formations within Eight Quarters,ME,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,ME,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,MD,2011,4832.0
A,Total for All NAICS,Business Formations within Eight Quarters,MD,2011,4886.0
U,Total for All NAICS,Business Formations within Eight Quarters,MA,2011,6347.0
A,Total for All NAICS,Business Formations within Eight Quarters,MA,2011,6418.0
U,Total for All NAICS,Business Formations within Eight Quarters,MI,2011,7817.0
A,Total for All NAICS,Business Formations within Eight Quarters,MI,2011,7876.0
U,Total for All NAICS,Business Formations within Eight Quarters,MN,2011,4922.0
A,Total for All NAICS,Business Formations within Eight Quarters,MN,2011,4975.0
U,Total for All NAICS,Business Formations within Eight Quarters,MS,2011,2071.0
A,Total for All NAICS,Business Formations within Eight Quarters,MS,2011,2084.0
U,Total for All NAICS,Business Formations within Eight Quarters,MO,2011,5885.0
A,Total for All NAICS,Business Formations within Eight Quarters,MO,2011,5946.0
U,Total for All NAICS,Business Formations within Eight Quarters,MT,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,MT,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,NE,2011,1940.0
A,Total for All NAICS,Business Formations within Eight Quarters,NE,2011,1954.0
U,Total for All NAICS,Business Formations within Eight Quarters,NV,2011,3658.0
A,Total for All NAICS,Business Formations within Eight Quarters,NV,2011,3689.0
U,Total for All NAICS,Business Formations within Eight Quarters,NH,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,NH,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,NJ,2011,10051.0
A,Total for All NAICS,Business Formations within Eight Quarters,NJ,2011,10140.0
U,Total for All NAICS,Business Formations within Eight Quarters,NM,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,NM,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,NY,2011,26735.0
A,Total for All NAICS,Business Formations within Eight Quarters,NY,2011,26963.0
U,Total for All NAICS,Business Formations within Eight Quarters,NC,2011,8604.0
A,Total for All NAICS,Business Formations within Eight Quarters,NC,2011,8683.0
U,Total for All NAICS,Business Formations within Eight Quarters,ND,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,ND,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,OH,2011,7800.0
A,Total for All NAICS,Business Formations within Eight Quarters,OH,2011,7864.0
U,Total for All NAICS,Business Formations within Eight Quarters,OK,2011,3882.0
A,Total for All NAICS,Business Formations within Eight Quarters,OK,2011,3918.0
U,Total for All NAICS,Business Formations within Eight Quarters,OR,2011,4537.0
A,Total for All NAICS,Business Formations within Eight Quarters,OR,2011,4581.0
U,Total for All NAICS,Business Formations within Eight Quarters,PA,2011,9629.0
A,Total for All NAICS,Business Formations within Eight Quarters,PA,2011,9712.0
U,Total for All NAICS,Business Formations within Eight Quarters,RI,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,RI,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,SC,2011,3810.0
A,Total for All NAICS,Business Formations within Eight Quarters,SC,2011,3858.0
U,Total for All NAICS,Business Formations within Eight Quarters,SD,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,SD,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,TN,2011,5017.0
A,Total for All NAICS,Business Formations within Eight Quarters,TN,2011,5063.0
U,Total for All NAICS,Business Formations within Eight Quarters,TX,2011,27212.0
A,Total for All NAICS,Business Formations within Eight Quarters,TX,2011,27440.0
U,Total for All NAICS,Business Formations within Eight Quarters,UT,2011,4036.0
A,Total for All NAICS,Business Formations within Eight Quarters,UT,2011,4079.0
U,Total for All NAICS,Business Formations within Eight Quarters,VT,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,VT,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,VA,2011,7559.0
A,Total for All NAICS,Business Formations within Eight Quarters,VA,2011,7623.0
U,Total for All NAICS,Business Formations within Eight Quarters,WA,2011,8367.0
A,Total for All NAICS,Business Formations within Eight Quarters,WA,2011,8424.0
U,Total for All NAICS,Business Formations within Eight Quarters,WV,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,WV,2011,
U,Total for All NAICS,Business Formations within Eight Quarters,WI,2011,4227.0
A,Total for All NAICS,Business Formations within Eight Quarters,WI,2011,4261.0
U,Total for All NAICS,Business Formations within Eight Quarters,WY,2011,
A,Total for All NAICS,Business Formations within Eight Quarters,WY,2011,
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,13.35
U,Agriculture,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,11.569999999999999
U,Mining,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,12.349999999999998
U,Utilities,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,13.420000000000002
U,Construction,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,12.620000000000001
U,Manufacturing,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,13.169999999999998
U,Wholesale Trade,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,14.67
U,Retail Trade,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,13.6
U,Transportation and Warehousing,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,13.599999999999998
U,Information,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,14.53
U,Finance and Insurance,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,11.97
U,Real Estate,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,13.67
U,Professional Services,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,13.97
U,Management of Companies,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,14.98
U,Administrative and Support,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,11.969999999999999
U,Educational Services,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,14.999999999999998
U,Health Care and Social Assistance,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,14.58
U,Arts and Entertainment,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,14.35
U,Accommodation and Food Services,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,13.51
U,Other Services,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,12.2
U,No NAICS Assigned,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,US,2011,0.6199999999999999
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,NO,2011,14.33
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,MW,2011,12.899999999999999
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,SO,2011,13.42
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,WE,2011,12.909999999999998
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,AL,2011,11.879999999999999
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,AK,2011,11.53
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,AZ,2011,13.389999999999999
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,AR,2011,11.77
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,CA,2011,12.950000000000001
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,CO,2011,13.76
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,CT,2011,13.670000000000002
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,DE,2011,14.280000000000001
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,DC,2011,15.410000000000002
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,FL,2011,15.22
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,GA,2011,14.170000000000002
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,HI,2011,14.400000000000002
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,ID,2011,12.110000000000001
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,IL,2011,14.37
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,IN,2011,12.84
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,IA,2011,11.370000000000001
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,KS,2011,11.87
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,KY,2011,12.03
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,LA,2011,13.36
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,ME,2011,11.09
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,MD,2011,14.870000000000001
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,MA,2011,13.899999999999999
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,MI,2011,13.479999999999999
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,MN,2011,12.97
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,MS,2011,11.84
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,MO,2011,11.089999999999998
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,MT,2011,11.9
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,NE,2011,11.799999999999999
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,NV,2011,14.7
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,NH,2011,10.85
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,NJ,2011,15.11
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,NM,2011,11.59
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,NY,2011,14.920000000000003
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,NC,2011,12.700000000000001
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,ND,2011,11.8
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,OH,2011,13.180000000000001
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,OK,2011,12.749999999999998
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,OR,2011,12.190000000000001
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,PA,2011,13.660000000000002
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,RI,2011,14.04
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,SC,2011,13.01
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,SD,2011,11.200000000000001
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,TN,2011,11.780000000000001
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,TX,2011,12.520000000000001
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,UT,2011,12.989999999999998
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,VT,2011,10.070000000000002
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,VA,2011,13.81
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,WA,2011,11.9
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,WV,2011,11.57
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,WI,2011,12.5
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Four Quarters,WY,2011,11.830000000000002
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,21.229999999999997
U,Agriculture,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,19.04
U,Mining,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,19.779999999999998
U,Utilities,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,23.64
U,Construction,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,21.699999999999996
U,Manufacturing,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,21.729999999999997
U,Wholesale Trade,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,24.029999999999998
U,Retail Trade,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,20.889999999999997
U,Transportation and Warehousing,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,22.020000000000003
U,Information,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,24.28
U,Finance and Insurance,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,19.41
U,Real Estate,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,24.379999999999995
U,Professional Services,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,22.56
U,Management of Companies,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,23.759999999999998
U,Administrative and Support,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,19.619999999999997
U,Educational Services,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,24.119999999999997
U,Health Care and Social Assistance,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,22.61
U,Arts and Entertainment,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,22.91
U,Accommodation and Food Services,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,18.84
U,Other Services,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,19.81
U,No NAICS Assigned,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,US,2011,1.07
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,NO,2011,22.480000000000004
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,MW,2011,20.32
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,SO,2011,21.36
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,WE,2011,20.8
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,AL,2011,18.509999999999998
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,AK,2011,19.41
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,AZ,2011,22.189999999999998
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,AR,2011,18.02
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,CA,2011,20.79
U,Total for All NAICS,Average Duration (in Quarters) from Business Application to Formation within Eight Quarters,CO,2011,21.72
